step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
3852,382492,3852,0.003505283687543031,1.0,1.0,,,
3853,382581,3853,0.0008496851816250161,1.0,1.0,,,
3854,382630,3854,0.002754026156029603,1.0,1.0,,,
3855,382671,3855,0.002103567697690565,1.0,1.0,,,
3856,382768,3856,0.0016917904181110426,1.0,1.0,,,
3857,382849,3857,0.0013641970365805705,1.0,1.0,3.4655195185547156,0.0,0.4262295081967213
3858,382906,3858,0.0006637765069433701,1.0,1.0,,,
3859,382971,3859,0.0017392012141153935,1.0,1.0,,,
3860,383044,3860,0.002395504076081857,1.0,1.0,,,
3861,383229,3861,0.025904439441840448,0.0,0.99375,,,
3862,383302,3862,0.00419179061125746,1.0,1.0,,,
3863,383335,3863,0.0021444455717195866,1.0,1.0,,,
3864,383424,3864,0.001060627656807269,1.0,1.0,,,
3865,383513,3865,0.002915781717380131,1.0,1.0,3.9219334048201526,0.0,0.3684210526315789
3866,383642,3866,0.0012485342483351447,1.0,1.0,,,
3867,383803,3867,0.00644887634950532,0.0,0.9931972789115646,,,
3868,383860,3868,0.0008794056990066476,1.0,1.0,,,
3869,383909,3869,0.0014493659586917455,1.0,1.0,,,
3870,384062,3870,0.0010561762173461819,1.0,1.0,,,
3871,384119,3871,0.0012199161752426387,1.0,1.0,,,
3872,384200,3872,0.001441378227781506,1.0,1.0,,,
3873,384273,3873,0.001591135547686362,1.0,1.0,4.654214421257795,0.0,0.39285714285714285
3874,384402,3874,0.0026436853709887885,1.0,1.0,,,
3875,384523,3875,0.0010891293884066518,1.0,1.0,,,
3876,384628,3876,0.0034976697474255977,1.0,1.0,,,
3877,384861,3877,0.0021666396673742567,1.0,1.0,,,
3878,384942,3878,0.0011170557899379148,1.0,1.0,,,
3879,384999,3879,0.0014513544505426826,1.0,1.0,,,
3880,385048,3880,0.0014433112857891572,1.0,1.0,,,
3881,385089,3881,0.0007480747904295413,1.0,1.0,4.768178750154082,0.0,0.3375
3882,385162,3882,0.0011804293083368515,1.0,1.0,,,
3883,385211,3883,0.0016615492050046487,1.0,1.0,,,
3884,385252,3884,0.0019231523715509268,1.0,1.0,,,
3885,385485,3885,0.0015445996076027646,1.0,1.0,,,
3886,385558,3886,0.010007305684949199,1.0,1.0,,,
3887,385679,3887,0.001766197496069438,1.0,1.0,,,
3888,385832,3888,0.0018415367911465996,1.0,1.0,,,
3889,385897,3889,0.0010132940484775244,1.0,1.0,4.9038226086405725,0.0,0.36
3890,385946,3890,0.0013217583476600341,1.0,1.0,,,
3891,386027,3891,0.0010015109958223577,1.0,1.0,,,
3892,386244,3892,0.0007903371278231586,1.0,1.0,,,
3893,386405,3893,0.0011397754639165003,1.0,1.0,,,
3894,386470,3894,0.0018754881969841896,1.0,1.0,,,
3895,386527,3895,0.0004877164651167171,1.0,1.0,,,
3896,386672,3896,0.0021621345408529497,1.0,1.0,,,
3897,386761,3897,0.001248933151575965,1.0,1.0,5.296167279496572,0.0,0.37037037037037035
3898,386850,3898,0.0009483331183835278,1.0,1.0,,,
3899,386931,3899,0.0014167493554763982,1.0,1.0,,,
3900,386964,3900,0.001193588950152389,1.0,1.0,,,
3901,387205,3901,0.002339195631028377,1.0,1.0,,,
3902,387302,3902,0.001323121014452179,1.0,1.0,,,
3903,387447,3903,0.0068509225685530195,1.0,1.0,,,
3904,387496,3904,0.0007630687215977972,1.0,1.0,,,
3905,387561,3905,0.0016780965702171181,1.0,1.0,2.3448055407950985,0.0,0.5625
3906,387634,3906,0.0017245188174086934,1.0,1.0,,,
3907,387667,3907,0.001610701001020516,1.0,1.0,,,
3908,387764,3908,0.005994639884262209,1.0,1.0,,,
3909,387797,3909,0.0011967709509639766,1.0,1.0,,,
3910,387918,3910,0.004932604105652975,1.0,1.0,,,
3911,387967,3911,0.0009993082924455148,1.0,1.0,,,
3912,388176,3912,0.0009897506979859151,1.0,1.0,,,
3913,388393,3913,0.001138715923411761,1.0,1.0,4.079113458390435,0.0,0.48148148148148145
3914,388522,3914,0.0015715999692929427,1.0,1.0,,,
3915,388619,3915,0.0012760657294509888,1.0,1.0,,,
3916,388668,3916,0.002080913216810967,1.0,1.0,,,
3917,388701,3917,0.0009554371938108551,1.0,1.0,,,
3918,388726,3918,0.0006852188661047147,1.0,1.0,,,
3919,388847,3919,0.0013450340693123574,1.0,1.0,,,
3920,388904,3920,0.002172737475899546,1.0,1.0,,,
3921,389025,3921,0.0009301275856640861,1.0,1.0,3.691745145737277,0.0,0.5116279069767442
3922,389146,3922,0.0016746529776971925,1.0,1.0,,,
3923,389267,3923,0.0008175463188710429,1.0,1.0,,,
3924,389316,3924,0.0010180611736963505,1.0,1.0,,,
3925,389429,3925,0.0010440511940720703,1.0,1.0,,,
3926,389574,3926,0.003288582532952928,1.0,1.0,,,
3927,389623,3927,0.0020552665087294267,1.0,1.0,,,
3928,389800,3928,0.001055380838518677,1.0,1.0,,,
3929,389833,3929,0.0013049701425133264,1.0,1.0,5.8332418217310975,0.0,0.21875
3930,389962,3930,0.0015234957452084253,1.0,1.0,,,
3931,390051,3931,0.0008963217836322975,1.0,1.0,,,
3932,390156,3932,0.001120423409623716,1.0,1.0,,,
3933,390245,3933,0.0005170365650829919,1.0,1.0,,,
3934,390366,3934,0.0007925204991548705,1.0,1.0,,,
3935,390447,3935,0.0039298518798523505,1.0,1.0,,,
3936,390592,3936,0.0007476857558921266,1.0,1.0,,,
3937,390657,3937,0.0009468857277114218,1.0,1.0,3.4988615559238214,0.0,0.5301204819277109
3938,390770,3938,0.0015865184942236862,1.0,1.0,,,
3939,390963,3939,0.0032046263650119815,1.0,1.0,,,
3940,391196,3940,0.0009391586442642376,1.0,1.0,,,
3941,391237,3941,0.00039060827648883397,1.0,1.0,,,
3942,391326,3942,0.001609677047706296,1.0,1.0,,,
3943,391359,3943,0.0009980518043231257,1.0,1.0,,,
3944,391496,3944,0.000977885341361579,1.0,1.0,,,
3945,391577,3945,0.0004961262191007947,1.0,1.0,2.708525820600751,0.0,0.5789473684210527
3946,391666,3946,0.000703512054501923,1.0,1.0,,,
3947,391739,3947,0.0010357004365198145,1.0,1.0,,,
3948,391820,3948,0.0012738088899648973,1.0,1.0,,,
3949,391981,3949,0.0017541449376938555,1.0,1.0,,,
3950,392094,3950,0.0007642697106905466,1.0,1.0,,,
3951,392255,3951,0.0016987533698839743,1.0,1.0,,,
3952,392352,3952,0.0009744859732279981,1.0,1.0,,,
3953,392505,3953,0.006160225452074929,1.0,1.0,2.9521094239226393,0.0,0.4
3954,392570,3954,0.0015022253404449073,1.0,1.0,,,
3955,392651,3955,0.0009633245424820842,1.0,1.0,,,
3956,392868,3956,0.0005813150039808125,1.0,1.0,,,
3957,392949,3957,0.0012727813958735227,1.0,1.0,,,
3958,393110,3958,0.003774447777119924,1.0,1.0,,,
3959,393191,3959,0.0012770696613590502,1.0,1.0,,,
3960,393280,3960,0.0008019629735325203,1.0,1.0,,,
3961,393369,3961,0.0016107584196376286,1.0,1.0,4.507164677820025,0.0,0.4146341463414634
3962,393498,3962,0.0009739009766029705,1.0,1.0,,,
3963,393571,3963,0.0016007282045793717,1.0,1.0,,,
3964,393668,3964,0.0011457872542573059,1.0,1.0,,,
3965,393845,3965,0.0012652196370733875,1.0,1.0,,,
3966,393910,3966,0.0018054965506112074,1.0,1.0,,,
3967,393983,3967,0.001556938189778852,1.0,1.0,,,
3968,394112,3968,0.0023460205885456765,1.0,1.0,,,
3969,394257,3969,0.0031312265353717443,1.0,1.0,5.015242761194673,0.0,0.38
3970,394410,3970,0.0011695972278272803,1.0,1.0,,,
3971,394499,3971,0.0010839517834690974,1.0,1.0,,,
3972,394580,3972,0.0009314465764261187,1.0,1.0,,,
3973,394789,3973,0.0008154103561823963,1.0,1.0,,,
3974,394870,3974,0.0009942850896202914,1.0,1.0,,,
3975,394975,3975,0.0036502576627372133,1.0,1.0,,,
3976,395120,3976,0.0017440038249448818,1.0,1.0,,,
3977,395209,3977,0.0009970202054944367,1.0,1.0,3.4693835894946368,0.0,0.35
3978,395394,3978,0.010481106926688202,0.0,0.9940476190476191,,,
3979,395451,3979,0.00047261762651941246,1.0,1.0,,,
3980,395532,3980,0.0008736289846573159,1.0,1.0,,,
3981,395629,3981,0.0019281176069026527,1.0,1.0,,,
3982,395686,3982,0.003009796291230527,1.0,1.0,,,
3983,395775,3983,0.0007302795998811653,1.0,1.0,,,
3984,395856,3984,0.0008005521937551095,1.0,1.0,,,
3985,395937,3985,0.00153010239381085,1.0,1.0,3.8388255916280585,0.0,0.4111111111111111
3986,396010,3986,0.0010017249632995058,1.0,1.0,,,
3987,396267,3987,0.0018258760344100676,1.0,1.0,,,
3988,396340,3988,0.0005759418086621081,1.0,1.0,,,
3989,396373,3989,0.0013873640006326047,1.0,1.0,,,
3990,396430,3990,0.0009078236160710214,1.0,1.0,,,
3991,396495,3991,0.0012302285383450952,1.0,1.0,,,
3992,396616,3992,0.0012608254353383044,1.0,1.0,,,
3993,396689,3993,0.0008871424005253914,1.0,1.0,5.272849040238782,0.0,0.3522727272727273
3994,396850,3994,0.0007137808200590428,1.0,1.0,,,
3995,396915,3995,0.0012858242108987738,1.0,1.0,,,
3996,396996,3996,0.0008729634709901363,1.0,1.0,,,
3997,397069,3997,0.0018581123154772902,1.0,1.0,,,
3998,397174,3998,0.002566409736200753,1.0,1.0,,,
3999,397255,3999,0.0009913368820016258,1.0,1.0,,,
4000,397368,4000,0.0011345338897806403,1.0,1.0,,,
4001,397489,4001,0.0009143910329738199,1.0,1.0,2.7547548673980438,0.0,0.6351351351351351
4002,397546,4002,0.0012324542751747354,1.0,1.0,,,
4003,397619,4003,0.0007211071879538938,1.0,1.0,,,
4004,397780,4004,0.018030538106422113,0.0,0.9933774834437086,,,
4005,397877,4005,0.0013820012512811056,1.0,1.0,,,
4006,398030,4006,0.0006636130603806982,1.0,1.0,,,
4007,398071,4007,0.0016885100923239944,1.0,1.0,,,
4008,398224,4008,0.0011029544112530006,1.0,1.0,,,
4009,398273,4009,0.0014566733317289504,1.0,1.0,2.3034724787794887,0.0,0.4444444444444444
4010,398386,4010,0.0008233264255717934,1.0,1.0,,,
4011,398499,4011,0.002161989832189707,1.0,1.0,,,
4012,398588,4012,0.0009018680558613957,1.0,1.0,,,
4013,398805,4013,0.04044260915842191,0.0,0.9950980392156863,,,
4014,398862,4014,0.0007630738150284953,1.0,1.0,,,
4015,398951,4015,0.000864618128937036,1.0,1.0,,,
4016,399008,4016,0.0018851644433062781,1.0,1.0,,,
4017,399121,4017,0.0009002470399639558,1.0,1.0,4.254630546946575,0.0,0.417910447761194
4018,399306,4018,0.0041657842683782325,1.0,1.0,,,
4019,399355,4019,0.001444403767834868,1.0,1.0,,,
4020,399412,4020,0.0014976680638659038,1.0,1.0,,,
4021,399533,4021,0.0006835078537801184,1.0,1.0,,,
4022,399646,4022,0.0019621946341075204,1.0,1.0,,,
4023,399751,4023,0.0035657707709155504,1.0,1.0,,,
4024,399808,4024,0.00188322948046205,1.0,1.0,,,
4025,399881,4025,0.0011531225428132548,1.0,1.0,4.1642072498419,0.0,0.1
4026,399938,4026,0.0008549189322896516,1.0,1.0,,,
4027,400019,4027,0.0009538289478429789,1.0,1.0,,,
4028,400132,4028,0.0007971050082240285,1.0,1.0,,,
4029,400205,4029,0.0015100859884425689,1.0,1.0,,,
4030,400302,4030,0.0017694479084623422,1.0,1.0,,,
4031,400407,4031,0.0008948012057229815,1.0,1.0,,,
4032,400440,4032,0.0016175968897953652,1.0,1.0,,,
4033,400545,4033,0.003095242070312802,1.0,1.0,2.6328322082932387,0.0,0.5555555555555556
4034,400642,4034,0.003867265711309286,1.0,1.0,,,
4035,400763,4035,0.0009236308690308922,1.0,1.0,,,
4036,400804,4036,0.0011690492998616977,1.0,1.0,,,
4037,400909,4037,0.002482248912017784,1.0,1.0,,,
4038,400990,4038,0.0009295879498918256,1.0,1.0,,,
4039,401119,4039,0.0006622621922011396,1.0,1.0,,,
4040,401272,4040,0.0020340856752636867,1.0,1.0,,,
4041,401385,4041,0.002108681002335356,1.0,1.0,2.275369399521605,0.0,0.625
4042,401450,4042,0.0008452687574129579,1.0,1.0,,,
4043,401579,4043,0.00072541139467881,1.0,1.0,,,
4044,401652,4044,0.0011502745346876014,1.0,1.0,,,
4045,401733,4045,0.000920118657536662,1.0,1.0,,,
4046,401774,4046,0.0016058016850374205,1.0,1.0,,,
4047,401807,4047,0.0013745161570292196,1.0,1.0,,,
4048,401904,4048,0.0008702784666124626,1.0,1.0,,,
4049,401945,4049,0.0020493954198882564,1.0,1.0,3.8792695869571907,0.0,0.3488372093023256
4050,402002,4050,0.0007957961182167037,1.0,1.0,,,
4051,402043,4051,0.0015278300315393807,1.0,1.0,,,
4052,402140,4052,0.0017941520726672045,1.0,1.0,,,
4053,402293,4053,0.0013328539368088,1.0,1.0,,,
4054,402366,4054,0.0003195320894132436,1.0,1.0,,,
4055,402455,4055,0.0009222573983801138,1.0,1.0,,,
4056,402560,4056,0.001034350200949457,1.0,1.0,,,
4057,402625,4057,0.0036023280047348203,1.0,1.0,4.130438847928245,0.0,0.5238095238095238
4058,402674,4058,0.00039004389619229585,1.0,1.0,,,
4059,402763,4059,0.0026913318460705746,1.0,1.0,,,
4060,402836,4060,0.017303027742809007,0.0,0.9846153846153847,,,
4061,402885,4061,0.0013813522099828646,1.0,1.0,,,
4062,402934,4062,0.0018188820525076822,1.0,1.0,,,
4063,403103,4063,0.0012683432428097809,1.0,1.0,,,
4064,403240,4064,0.0005651464672209815,1.0,1.0,,,
4065,403313,4065,0.0013511910863273377,1.0,1.0,5.819751986356927,0.0,0.3522727272727273
4066,403442,4066,0.0009046013223003469,1.0,1.0,,,
4067,403491,4067,0.00127602991882938,1.0,1.0,,,
4068,403636,4068,0.0016288351776028757,1.0,1.0,,,
4069,403709,4069,0.0008888560200174487,1.0,1.0,,,
4070,403782,4070,0.0555383477112455,0.0,0.9836065573770492,,,
4071,403879,4071,0.0010053022143768093,1.0,1.0,,,
4072,403936,4072,0.001029260059495627,1.0,1.0,,,
4073,404009,4073,0.001183967100954264,1.0,1.0,2.941633803620031,0.0,0.5
4074,404082,4074,0.0014428786562461918,1.0,1.0,,,
4075,404155,4075,0.0020382315922137747,1.0,1.0,,,
4076,404388,4076,0.001897662758463077,1.0,1.0,,,
4077,404421,4077,0.0011508851872582678,1.0,1.0,,,
4078,404478,4078,0.0006207823820081057,1.0,1.0,,,
4079,404719,4079,0.0018911324659720112,1.0,1.0,,,
4080,404784,4080,0.001685513086466761,1.0,1.0,,,
4081,404905,4081,0.0006711109491467132,1.0,1.0,3.6204368117889905,0.0,0.43103448275862066
4082,405034,4082,0.0005189133401106182,1.0,1.0,,,
4083,405131,4083,0.001317550239496808,1.0,1.0,,,
4084,405276,4084,0.001266314540108474,1.0,1.0,,,
4085,405341,4085,0.0010389522753424794,1.0,1.0,,,
4086,405462,4086,0.000723214504845591,1.0,1.0,,,
4087,405527,4087,0.002899953240027369,1.0,1.0,,,
4088,405616,4088,0.0005174098694149233,1.0,1.0,,,
4089,405721,4089,0.002567536228200851,1.0,1.0,4.018722214323229,0.0,0.6666666666666666
4090,405810,4090,0.0007806287949285721,1.0,1.0,,,
4091,405859,4091,0.0009269685395173254,1.0,1.0,,,
4092,406116,4092,0.001384665679571231,1.0,1.0,,,
4093,406237,4093,0.0005314479911158827,1.0,1.0,,,
4094,406294,4094,0.0007489794600968277,1.0,1.0,,,
4095,406511,4095,0.09931515512601422,0.0,0.9803921568627451,,,
4096,406600,4096,0.0007355725505820875,1.0,1.0,,,
4097,406753,4097,0.0006081271157629574,1.0,1.0,2.924754664446432,0.0,0.55
4098,406866,4098,0.0009587976600322953,1.0,1.0,,,
4099,406979,4099,0.0007492273598987558,1.0,1.0,,,
4100,407052,4100,0.0005172589065283499,1.0,1.0,,,
4101,407109,4101,0.0007535037883273482,1.0,1.0,,,
4102,407238,4102,0.0014207146867007616,1.0,1.0,,,
4103,407391,4103,0.001415732354329869,1.0,1.0,,,
4104,407424,4104,0.0009001843730652581,1.0,1.0,,,
4105,407505,4105,0.0007116815272082066,1.0,1.0,3.888201745380717,0.0,0.5
4106,407658,4106,0.01254873081741649,0.0,0.9926470588235294,,,
4107,407739,4107,0.000671420458498659,1.0,1.0,,,
4108,407836,4108,0.0006308612033965192,1.0,1.0,,,
4109,407917,4109,0.000935541546005581,1.0,1.0,,,
4110,407966,4110,0.0010904507903632301,1.0,1.0,,,
4111,408055,4111,0.0007025270011728551,1.0,1.0,,,
4112,408176,4112,0.0011580506076987217,1.0,1.0,,,
4113,408257,4113,0.0034247190123839104,1.0,1.0,3.332442699050529,0.0,0.44642857142857145
4114,408362,4114,0.0006908648380775107,1.0,1.0,,,
4115,408459,4115,0.001810767388700339,1.0,1.0,,,
4116,408548,4116,0.0007537044683907239,1.0,1.0,,,
4117,408661,4117,0.001526453588584771,1.0,1.0,,,
4118,408790,4118,0.0007185173500539844,1.0,1.0,,,
4119,408871,4119,0.0007957902405528047,1.0,1.0,,,
4120,408912,4120,0.001405772376719881,1.0,1.0,,,
4121,409033,4121,0.0008678561515331988,1.0,1.0,4.147905875313114,0.0,0.532258064516129
4122,409114,4122,0.0008204891356051292,1.0,1.0,,,
4123,409179,4123,0.0007103160959201294,1.0,1.0,,,
4124,409252,4124,0.0008564281935926725,1.0,1.0,,,
4125,409301,4125,0.0019424065641439102,1.0,1.0,,,
4126,409414,4126,0.0005519651505253823,1.0,1.0,,,
4127,409575,4127,0.001409721548481418,1.0,1.0,,,
4128,409664,4128,0.0008417008265693485,1.0,1.0,,,
4129,409721,4129,0.0005581186673274426,1.0,1.0,3.7470387160419314,0.0,0.5925925925925926
4130,409858,4130,0.0008545897611346935,1.0,1.0,,,
4131,410019,4131,0.0005817264745044426,1.0,1.0,,,
4132,410100,4132,0.000782114124108695,1.0,1.0,,,
4133,410133,4133,0.0007878531889630836,1.0,1.0,,,
4134,410230,4134,0.0010326741928529633,1.0,1.0,,,
4135,410279,4135,0.001000850871308394,1.0,1.0,,,
4136,410320,4136,0.0012235114696932782,1.0,1.0,,,
4137,410417,4137,0.0005616608413623028,1.0,1.0,4.670289510115748,0.0,0.33783783783783783
4138,410650,4138,0.0008016942864077065,1.0,1.0,,,
4139,410723,4139,0.001142855077730513,1.0,1.0,,,
4140,410828,4140,0.0027505143001181824,1.0,1.0,,,
4141,410957,4141,0.002067311381910448,1.0,1.0,,,
4142,411014,4142,0.0027465378540850543,1.0,1.0,,,
4143,411071,4143,0.00027734361015736755,1.0,1.0,,,
4144,411160,4144,0.0011763227933662792,1.0,1.0,,,
4145,411337,4145,0.0007062243011397936,1.0,1.0,2.8345359661086387,0.0,0.6395348837209303
4146,411394,4146,0.0012223373327211002,1.0,1.0,,,
4147,411491,4147,0.002707147556348654,1.0,1.0,,,
4148,411564,4148,0.0012864453508429896,1.0,1.0,,,
4149,411621,4149,0.0013958484428972181,1.0,1.0,,,
4150,411678,4150,0.002282471575259343,1.0,1.0,,,
4151,411863,4151,0.0012678820052344727,1.0,1.0,,,
4152,411896,4152,0.0013873801245048868,1.0,1.0,,,
4153,411985,4153,0.0012056572563275577,1.0,1.0,4.089035945633185,0.0,0.23076923076923078
4154,412106,4154,0.0006121412608293753,1.0,1.0,,,
4155,412187,4155,0.0008332170670225808,1.0,1.0,,,
4156,412308,4156,0.0007056056302468551,1.0,1.0,,,
4157,412357,4157,0.0017528626357784204,1.0,1.0,,,
4158,412446,4158,0.002144152075417836,1.0,1.0,,,
4159,412479,4159,0.0013236228913725335,1.0,1.0,,,
4160,412576,4160,0.0005966818058932687,1.0,1.0,,,
4161,412657,4161,0.0009370049080076513,1.0,1.0,3.116347018545385,0.0,0.5409836065573771
4162,412746,4162,0.0006322706421075322,1.0,1.0,,,
4163,412827,4163,0.0006503650645784305,1.0,1.0,,,
4164,412916,4164,0.000630077775398015,1.0,1.0,,,
4165,412965,4165,0.0013360645255975593,1.0,1.0,,,
4166,413062,4166,0.0009046875701365191,1.0,1.0,,,
4167,413135,4167,0.0016132774129350162,1.0,1.0,,,
4168,413192,4168,0.0004191351755646825,1.0,1.0,,,
4169,413321,4169,0.0008398081240335076,1.0,1.0,5.4430917343902605,0.0,0.10810810810810811
4170,413434,4170,0.0012359915960072395,1.0,1.0,,,
4171,413643,4171,0.0009112198934572394,1.0,1.0,,,
4172,413772,4172,0.000566434497347954,1.0,1.0,,,
4173,413853,4173,0.0007629504023399748,1.0,1.0,,,
4174,413934,4174,0.0012603363342438456,1.0,1.0,,,
4175,414079,4175,0.0006783021081987901,1.0,1.0,,,
4176,414152,4176,0.0009434866964020944,1.0,1.0,,,
4177,414249,4177,0.0009862128848191353,1.0,1.0,3.5257491628520525,0.0,0.5333333333333333
4178,414306,4178,0.001698961853608166,1.0,1.0,,,
4179,414363,4179,0.0004742145767663329,1.0,1.0,,,
4180,414516,4180,0.0008773740514162585,1.0,1.0,,,
4181,414605,4181,0.001111099436843636,1.0,1.0,,,
4182,414638,4182,0.0015102001208379436,1.0,1.0,,,
4183,414799,4183,0.019569157724357508,0.0,0.9931972789115646,,,
4184,414968,4184,0.0016273522177131688,1.0,1.0,,,
4185,415041,4185,0.0012647903305991054,1.0,1.0,3.6100118250085647,0.0,0.5151515151515151
4186,415154,4186,0.0014889423433351822,1.0,1.0,,,
4187,415283,4187,0.0012595842122008838,1.0,1.0,,,
4188,415364,4188,0.001205751761987429,1.0,1.0,,,
4189,415469,4189,0.002867327755951123,1.0,1.0,,,
4190,415542,4190,0.0007293629470679657,1.0,1.0,,,
4191,415751,4191,0.0007144307355439604,1.0,1.0,,,
4192,415824,4192,0.0007183040614181143,1.0,1.0,,,
4193,415969,4193,0.0019799079568672048,1.0,1.0,3.695112457531979,0.0,0.36363636363636365
4194,416002,4194,0.0015503692643629564,1.0,1.0,,,
4195,416067,4195,0.0011377191770870888,1.0,1.0,,,
4196,416108,4196,0.0016029563739966193,1.0,1.0,,,
4197,416261,4197,0.0025839123090517133,1.0,1.0,,,
4198,416502,4198,0.0009790471481580145,1.0,1.0,,,
4199,416735,4199,0.0007672851572544815,1.0,1.0,,,
4200,416784,4200,0.0011151603754264272,1.0,1.0,,,
4201,416897,4201,0.0006547534430281437,1.0,1.0,3.9935275854398498,0.0,0.5087719298245614
4202,416994,4202,0.001347750823410519,1.0,1.0,,,
4203,417019,4203,0.0009656154893320707,1.0,1.0,,,
4204,417100,4204,0.0009620620133470796,1.0,1.0,,,
4205,417141,4205,0.0012978622831693373,1.0,1.0,,,
4206,417198,4206,0.0010548156865329515,1.0,1.0,,,
4207,417359,4207,0.003060121545272821,1.0,1.0,,,
4208,417432,4208,0.0014332921351714446,1.0,1.0,,,
4209,417537,4209,0.0006577859471635551,1.0,1.0,3.3070156828853072,0.0,0.5833333333333334
4210,417586,4210,0.0006110470123025635,1.0,1.0,,,
4211,417691,4211,0.0018737811741820897,1.0,1.0,,,
4212,417868,4212,0.0011423780778061596,1.0,1.0,,,
4213,417925,4213,0.00125859349685129,1.0,1.0,,,
4214,417990,4214,0.0015358640738746777,1.0,1.0,,,
4215,418103,4215,0.0009170686749133694,1.0,1.0,,,
4216,418208,4216,0.0011495193599055345,1.0,1.0,,,
4217,418289,4217,0.0013807895399577039,1.0,1.0,3.643437513125181,0.0,0.46875
4218,418426,4218,0.00047080936724491936,1.0,1.0,,,
4219,418547,4219,0.0012361487493025628,1.0,1.0,,,
4220,418764,4220,0.0010730202590326808,1.0,1.0,,,
4221,418869,4221,0.0018822425933908214,1.0,1.0,,,
4222,419062,4222,0.0022661723316983466,1.0,1.0,,,
4223,419095,4223,0.0013267221097422778,1.0,1.0,,,
4224,419144,4224,0.001096308175510027,1.0,1.0,,,
4225,419305,4225,0.0013649973805402562,1.0,1.0,4.08975653064295,0.0,0.5384615384615384
4226,419490,4226,0.0030035012682590677,1.0,1.0,,,
4227,419563,4227,0.06706597442222433,0.0,0.9836065573770492,,,
4228,419628,4228,0.0009413970143220496,1.0,1.0,,,
4229,419669,4229,0.000667951612401481,1.0,1.0,,,
4230,419742,4230,0.0007749039143173932,1.0,1.0,,,
4231,419807,4231,0.0015329496196188333,1.0,1.0,,,
4232,419888,4232,0.0004621380069747918,1.0,1.0,,,
4233,420001,4233,0.0007545454483625948,1.0,1.0,5.031599801284028,0.0,0.5070422535211268
4234,420074,4234,0.0013456573254592601,1.0,1.0,,,
4235,420147,4235,0.0012258866700438553,1.0,1.0,,,
4236,420292,4236,0.0015801102981064276,1.0,1.0,,,
4237,420365,4237,0.0009283471238753153,1.0,1.0,,,
4238,420438,4238,0.0010726161538817535,1.0,1.0,,,
4239,420479,4239,0.000940604093978351,1.0,1.0,,,
4240,420632,4240,0.001020714227980466,1.0,1.0,,,
4241,420745,4241,0.01976792775864978,0.0,0.99,4.685647483147288,0.0,0.32
4242,420890,4242,0.0029143447273777116,1.0,1.0,,,
4243,420963,4243,0.0005322635346744262,1.0,1.0,,,
4244,421028,4244,0.0014471770383005646,1.0,1.0,,,
4245,421077,4245,0.0013007935240907996,1.0,1.0,,,
4246,421294,4246,0.0006422187755100411,1.0,1.0,,,
4247,421415,4247,0.0009015056295310965,1.0,1.0,,,
4248,421488,4248,0.0017643310233996187,1.0,1.0,,,
4249,421577,4249,0.0006051480786338718,1.0,1.0,1.68003359941009,0.0,0.45454545454545453
4250,421650,4250,0.000736890968006989,1.0,1.0,,,
4251,421779,4251,0.0007936578659928139,1.0,1.0,,,
4252,421852,4252,0.0011467447206495191,1.0,1.0,,,
4253,421901,4253,0.0008812917551318241,1.0,1.0,,,
4254,421950,4254,0.0009461266313187858,1.0,1.0,,,
4255,422015,4255,0.0013390815222521545,1.0,1.0,,,
4256,422176,4256,0.001136515678596112,1.0,1.0,,,
4257,422265,4257,0.0009096673902342318,1.0,1.0,4.1614727912191745,0.0,0.3111111111111111
4258,422354,4258,0.0007435927092404107,1.0,1.0,,,
4259,422427,4259,0.0007947489359365928,1.0,1.0,,,
4260,422580,4260,0.0010767653765613823,1.0,1.0,,,
4261,422685,4261,0.0017384795776069595,1.0,1.0,,,
4262,422838,4262,0.000575149492640467,1.0,1.0,,,
4263,422895,4263,0.0012502189028538982,1.0,1.0,,,
4264,423016,4264,0.0006634413661883561,1.0,1.0,,,
4265,423129,4265,0.006435517368344738,1.0,1.0,4.09007263833059,0.0,0.2413793103448276
4266,423178,4266,0.001535087220604012,1.0,1.0,,,
4267,423235,4267,0.0008277032858011169,1.0,1.0,,,
4268,423348,4268,0.0007059540837444089,1.0,1.0,,,
4269,423421,4269,0.0009791184139813127,1.0,1.0,,,
4270,423478,4270,0.0010006845019754707,1.0,1.0,,,
4271,423551,4271,0.00019593965335002868,1.0,1.0,,,
4272,423680,4272,0.0010941783132999783,1.0,1.0,,,
4273,423825,4273,0.000563869294593723,1.0,1.0,2.35089618213004,0.0,0.3684210526315789
4274,423978,4274,0.010722846481017364,1.0,1.0,,,
4275,424083,4275,0.0010681208545809159,1.0,1.0,,,
4276,424212,4276,0.00047185433033611443,1.0,1.0,,,
4277,424245,4277,0.0011108421182382065,1.0,1.0,,,
4278,424326,4278,0.0010845244013399193,1.0,1.0,,,
4279,424407,4279,0.0005932753499403561,1.0,1.0,,,
4280,424504,4280,0.0011729706211079773,1.0,1.0,,,
4281,424553,4281,0.0008163427549123033,1.0,1.0,3.8824141776917593,0.0,0.5977011494252874
4282,424602,4282,0.0012507356815374257,1.0,1.0,,,
4283,424699,4283,0.0008458004332636133,1.0,1.0,,,
4284,424740,4284,0.0007265053544788175,1.0,1.0,,,
4285,424821,4285,0.0007341061347811504,1.0,1.0,,,
4286,424894,4286,0.0007832549153522685,1.0,1.0,,,
