step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1188,117852,1188,0.05270647393580585,1.0,1.0,,,
1189,117981,1189,0.09665591630889936,0.0,0.9908256880733946,,,
1190,118062,1190,0.06898206155776547,0.0,0.9841269841269841,,,
1191,118199,1191,0.05052980742266766,0.0,0.9916666666666667,,,
1192,118240,1192,0.005971514809381347,1.0,1.0,,,
1193,118281,1193,0.02188527337700475,1.0,1.0,1.6890456896151105,0.0,0.09090909090909091
1194,118322,1194,0.016450854538201328,1.0,1.0,,,
1195,118387,1195,0.012842939810301806,1.0,1.0,,,
1196,118484,1196,0.1809251020427674,0.0,0.9390243902439024,,,
1197,118669,1197,0.037901626300438564,0.0,0.99375,,,
1198,118774,1198,0.10032282656369006,0.0,0.989010989010989,,,
1199,118887,1199,0.12799094010833836,0.0,0.9782608695652174,,,
1200,118936,1200,0.028251071454833437,1.0,1.0,,,
1201,119049,1201,0.10886923571531738,0.0,0.9680851063829787,3.4714790100437654,0.0,0.3770491803278688
1202,119218,1202,0.04391584937880324,1.0,1.0,,,
1203,119299,1203,0.026930299759998378,1.0,1.0,,,
1204,119332,1204,0.007240741024603193,1.0,1.0,,,
1205,119413,1205,0.04995041337349543,1.0,1.0,,,
1206,119534,1206,0.06601172903289199,0.0,0.9714285714285714,,,
1207,119711,1207,0.21188927713158595,0.0,0.9461077844311377,,,
1208,119744,1208,0.016658818280576995,1.0,1.0,,,
1209,119825,1209,0.05460739695294425,0.0,0.9857142857142858,3.8221847564130442,0.0,0.13043478260869565
1210,119882,1210,0.059645619808193065,0.0,0.9782608695652174,,,
1211,119971,1211,0.12257505939768798,0.0,0.9736842105263158,,,
1212,120044,1212,0.05182489592569429,0.0,0.9795918367346939,,,
1213,120117,1213,0.029445509349850067,1.0,1.0,,,
1214,120238,1214,0.1774948284224918,0.0,0.9724770642201835,,,
1215,120295,1215,0.1050260564465183,0.0,0.98,,,
1216,120408,1216,0.03132165296004166,1.0,1.0,,,
1217,120457,1217,0.05465132377760669,0.0,0.96875,3.610653839205152,0.0,0.3137254901960784
1218,120554,1218,0.07485120643241475,0.0,0.975609756097561,,,
1219,120627,1219,0.20673935736025711,0.0,0.9666666666666667,,,
1220,120700,1220,0.023814697893049155,1.0,1.0,,,
1221,120749,1221,0.032497706743947474,1.0,1.0,,,
1222,120878,1222,0.05948762439776708,0.0,0.990990990990991,,,
1223,120959,1223,0.14293017471861175,0.0,0.9577464788732394,,,
1224,121088,1224,0.01569549361491098,1.0,1.0,,,
1225,121281,1225,0.11132361826620721,0.0,0.9699248120300752,2.1534777638480227,0.0,0.4444444444444444
1226,121386,1226,0.05358834706671236,0.0,0.9787234042553191,,,
1227,121499,1227,0.06994756251606576,1.0,1.0,,,
1228,121548,1228,0.010755148439924499,1.0,1.0,,,
1229,121709,1229,0.05146798385600718,0.0,0.9935064935064936,,,
1230,121806,1230,0.049324659262836676,0.0,0.9857142857142858,,,
1231,121863,1231,0.08681669734059877,0.0,0.975,,,
1232,121912,1232,0.21928061874142146,0.0,0.896551724137931,,,
1233,122025,1233,0.08098721000029523,0.0,0.9797979797979798,2.7425816677813244,0.0,0.375
1234,122098,1234,0.013126383170324388,1.0,1.0,,,
1235,122187,1235,0.27036784443503353,0.0,0.9428571428571428,,,
1236,122244,1236,0.013997273287570156,1.0,1.0,,,
1237,122317,1237,0.10376658992913501,0.0,0.967741935483871,,,
1238,122374,1238,0.022685064619993513,1.0,1.0,,,
1239,122463,1239,0.05597908506562721,0.0,0.9871794871794872,,,
1240,122696,1240,0.08109155508449728,0.0,0.9812206572769953,,,
1241,122761,1241,0.03401399304553354,1.0,1.0,2.946210687362388,0.0,0.3787878787878788
1242,122842,1242,0.03513960040943218,1.0,1.0,,,
1243,122875,1243,0.00538543806078117,1.0,1.0,,,
1244,122980,1244,0.04474699228048982,0.0,0.9636363636363636,,,
1245,123125,1245,0.0795377109549772,0.0,0.9927536231884058,,,
1246,123270,1246,0.18372262229589,0.0,0.9487179487179487,,,
1247,123327,1247,0.04166379523776353,1.0,1.0,,,
1248,123408,1248,0.00635891488212291,1.0,1.0,,,
1249,123561,1249,0.1156334389891374,0.0,0.9782608695652174,2.762590252369176,0.0,0.42857142857142855
1250,123650,1250,0.00610075956241125,1.0,1.0,,,
1251,123835,1251,0.1921772481404779,0.0,0.9404761904761905,,,
1252,123900,1252,0.028269962556431345,1.0,1.0,,,
1253,124045,1253,0.0209871271901201,1.0,1.0,,,
1254,124158,1254,0.06622213326225812,0.0,0.978494623655914,,,
1255,124207,1255,0.009057401814709026,1.0,1.0,,,
1256,124272,1256,0.040260431461175944,1.0,1.0,,,
1257,124393,1257,0.19521885729731692,0.0,0.9537037037037037,2.9787030744170058,0.0,0.4074074074074074
1258,124514,1258,0.08071700433361872,0.0,0.9823008849557522,,,
1259,124611,1259,0.06510354633337541,0.0,0.9868421052631579,,,
1260,124652,1260,0.010444054993308754,1.0,1.0,,,
1261,124757,1261,0.061776899823279344,0.0,0.9743589743589743,,,
1262,124846,1262,0.003752223884270614,1.0,1.0,,,
1263,124975,1263,0.03465246165933907,1.0,1.0,,,
1264,125008,1264,0.007870565199414425,1.0,1.0,,,
1265,125105,1265,0.1668924116408526,0.0,0.987012987012987,3.5275147295340457,0.0,0.4603174603174603
1266,125234,1266,0.037558869225469346,0.0,0.9908256880733946,,,
1267,125331,1267,0.09975477026519892,0.0,0.9518072289156626,,,
1268,125484,1268,0.020340143669816336,0.0,0.9928571428571429,,,
1269,125565,1269,0.01205087929743278,1.0,1.0,,,
1270,125710,1270,0.09946379620424621,0.0,0.967479674796748,,,
1271,125791,1271,0.050167190948084577,1.0,1.0,,,
1272,125896,1272,0.10657110520602764,0.0,0.9651162790697675,,,
1273,125985,1273,0.161472260441892,0.0,0.9726027397260274,3.6232502615425575,0.0,0.36363636363636365
1274,126010,1274,0.004034624062935279,1.0,1.0,,,
1275,126131,1275,0.03580185297706809,0.0,0.9910714285714286,,,
1276,126180,1276,0.012824387644531041,1.0,1.0,,,
1277,126301,1277,0.037908505039118065,1.0,1.0,,,
1278,126430,1278,0.08895648676768991,0.0,0.9915966386554622,,,
1279,126671,1279,0.19130496246135156,0.0,0.9363636363636364,,,
1280,126800,1280,0.06028709456097586,0.0,0.9827586206896551,,,
1281,126841,1281,0.004162021428992418,1.0,1.0,2.96649818583711,0.0,0.46875
1282,127002,1282,0.08739264203862107,0.0,0.9795918367346939,,,
1283,127219,1283,0.07387925957460668,0.0,0.9852941176470589,,,
1284,127292,1284,0.008306606435701946,1.0,1.0,,,
1285,127349,1285,0.05621806966418144,0.0,0.975609756097561,,,
1286,127406,1286,0.02589904120028482,1.0,1.0,,,
1287,127463,1287,0.1539849913434598,0.0,0.9047619047619048,,,
1288,127504,1288,0.014448247991392821,1.0,1.0,,,
1289,127593,1289,0.018278667640114533,1.0,1.0,4.1825717243536324,0.0,0.3333333333333333
1290,127658,1290,0.03169299788672139,0.0,0.9824561403508771,,,
1291,127771,1291,0.13869747952033387,0.0,0.9574468085106383,,,
1292,127908,1292,0.08821927315567413,0.0,0.9747899159663865,,,
1293,127941,1293,0.008795225715928652,1.0,1.0,,,
1294,127998,1294,0.007264580585062786,1.0,1.0,,,
1295,128087,1295,0.2460120219588158,0.0,0.8974358974358975,,,
1296,128168,1296,0.03540371629780561,1.0,1.0,,,
1297,128257,1297,0.1356575156064666,0.0,0.9726027397260274,2.576290615398094,0.0,0.36923076923076925
1298,128346,1298,0.016832257860803477,1.0,1.0,,,
1299,128419,1299,0.10887317500944695,0.0,0.967741935483871,,,
1300,128500,1300,0.019752147167200917,1.0,1.0,,,
1301,128573,1301,0.04789996432529304,1.0,1.0,,,
1302,128654,1302,0.07525571441001715,0.0,0.9607843137254902,,,
1303,128687,1303,0.011722547387312068,1.0,1.0,,,
1304,128848,1304,0.19007101124724568,0.0,0.9583333333333334,,,
1305,128913,1305,0.028288601716615604,1.0,1.0,2.3220692300967523,0.0,0.48148148148148145
1306,128986,1306,0.13084030812902975,0.0,0.9508196721311475,,,
1307,129043,1307,0.02810347682314971,1.0,1.0,,,
1308,129196,1308,0.1762270374324007,0.0,0.9507042253521126,,,
1309,129269,1309,0.14035160192859417,0.0,0.9661016949152542,,,
1310,129422,1310,0.4763861521262631,0.0,0.8823529411764706,,,
1311,129511,1311,0.10863408108567794,0.0,0.9736842105263158,,,
1312,129584,1312,0.02054282025694115,1.0,1.0,,,
1313,129657,1313,0.03554859548734622,1.0,1.0,2.191967064960889,0.0,0.3448275862068966
1314,129722,1314,0.012697839552351847,1.0,1.0,,,
1315,129803,1315,0.023970526727370472,1.0,1.0,,,
1316,129916,1316,0.022191823994367327,1.0,1.0,,,
1317,130013,1317,0.15150126888138804,0.0,0.9487179487179487,,,
1318,130134,1318,0.07948722797151044,0.0,0.9903846153846154,,,
1319,130391,1319,0.19101069932377163,0.0,0.9288702928870293,,,
1320,130448,1320,0.03316691081375345,1.0,1.0,,,
1321,130529,1321,0.01597091729714296,1.0,1.0,4.313342741554037,0.0,0.1891891891891892
1322,130626,1322,0.06003223182167753,1.0,1.0,,,
1323,130707,1323,0.015119450971697788,1.0,1.0,,,
1324,130828,1324,0.1978710777132783,0.0,0.9203539823008849,,,
1325,130901,1325,0.03209488764078209,1.0,1.0,,,
1326,131110,1326,0.0353656755078497,1.0,1.0,,,
1327,131343,1327,0.2880945282969092,0.0,0.8949771689497716,,,
1328,131560,1328,0.11655738028621634,0.0,0.975609756097561,,,
1329,131713,1329,0.08256020039503664,0.0,0.9708029197080292,2.820459598568308,0.0,0.2962962962962963
1330,131802,1330,0.1437357968324498,0.0,0.9605263157894737,,,
1331,132019,1331,0.0831278215795841,0.0,0.9744897959183674,,,
1332,132116,1332,0.02885149706383511,1.0,1.0,,,
1333,132293,1333,0.10808512480728351,0.0,0.9818181818181818,,,
1334,132374,1334,0.13536375638736117,0.0,0.9565217391304348,,,
1335,132487,1335,0.11992211160313337,0.0,0.9494949494949495,,,
1336,132592,1336,0.046264701670017304,0.0,0.9841269841269841,,,
1337,132641,1337,0.005263147416243103,1.0,1.0,3.871469032321344,0.0,0.4489795918367347
1338,132770,1338,0.03585164959105433,0.0,0.9914529914529915,,,
1339,132843,1339,0.049717630757795304,0.0,0.9838709677419355,,,
1340,133004,1340,0.04051265265276983,0.0,0.9867549668874173,,,
1341,133093,1341,0.0598807055509322,0.0,0.9857142857142858,,,
1342,133214,1342,0.09896153454271811,0.0,0.9724770642201835,,,
1343,133287,1343,0.043588298128952783,0.0,0.9827586206896551,,,
1344,133448,1344,0.07336020378628534,0.0,0.9736842105263158,,,
1345,133657,1345,0.11145343122032068,0.0,0.9725274725274725,2.9468236711150944,0.0,0.46835443037974683
1346,133802,1346,0.085914354321413,1.0,1.0,,,
1347,133899,1347,0.06399218267783192,1.0,1.0,,,
1348,134052,1348,0.20151318757333916,0.0,0.9452054794520548,,,
1349,134125,1349,0.0741509202375208,0.0,0.967741935483871,,,
1350,134190,1350,0.06763260905893789,0.0,0.9622641509433962,,,
1351,134239,1351,0.005225228667318961,1.0,1.0,,,
1352,134344,1352,0.1639492036819887,0.0,0.9404761904761905,,,
1353,134449,1353,0.09150145504339065,0.0,0.9634146341463414,3.534407642255267,0.0,0.41818181818181815
1354,134506,1354,0.047851825221746816,1.0,1.0,,,
1355,134579,1355,0.05231538619168797,0.0,0.9836065573770492,,,
1356,134652,1356,0.061233413899494715,0.0,0.9827586206896551,,,
1357,134765,1357,0.042975607379706314,0.0,0.99,,,
1358,134846,1358,0.1320319588095998,0.0,0.9692307692307692,,,
1359,134895,1359,0.009083401398188553,1.0,1.0,,,
1360,134928,1360,0.006254454981988716,1.0,1.0,,,
1361,134985,1361,0.08222995746343549,0.0,0.98,3.831415394856994,0.0,0.3411764705882353
1362,135018,1362,0.005522453559506176,1.0,1.0,,,
1363,135091,1363,0.04742630918276607,0.0,0.9838709677419355,,,
1364,135260,1364,0.11420913933673985,0.0,0.9675324675324676,,,
1365,135317,1365,0.02168556495427647,1.0,1.0,,,
1366,135390,1366,0.029169073379485492,1.0,1.0,,,
1367,135479,1367,0.004464430478706861,1.0,1.0,,,
1368,135600,1368,0.1503353200687215,0.0,0.9724770642201835,,,
1369,135673,1369,0.026053641305079988,1.0,1.0,3.2136839891936364,0.0,0.4230769230769231
1370,135738,1370,0.010849637989370588,1.0,1.0,,,
1371,135811,1371,0.04721083789206062,0.0,0.9838709677419355,,,
1372,135908,1372,0.13678507011739688,0.0,0.975609756097561,,,
1373,136013,1373,0.12386186789680376,0.0,0.9651162790697675,,,
1374,136134,1374,0.08930777661282498,0.0,0.981651376146789,,,
1375,136311,1375,0.08616787785984578,0.0,0.9818181818181818,,,
1376,136368,1376,0.01046182802694464,1.0,1.0,,,
1377,136513,1377,0.04942261125359094,0.0,0.991869918699187,2.29364280664146,0.0,0.5333333333333333
1378,136578,1378,0.029872109431207293,1.0,1.0,,,
1379,136627,1379,0.010412270566015066,1.0,1.0,,,
1380,136772,1380,0.04333331593174241,0.0,0.9914529914529915,,,
1381,136821,1381,0.02328708050102874,1.0,1.0,,,
1382,136870,1382,0.007932324194308043,1.0,1.0,,,
1383,136951,1383,0.020274587729019633,1.0,1.0,,,
1384,137024,1384,0.016841610838969876,1.0,1.0,,,
1385,137081,1385,0.00390145294859178,1.0,1.0,3.156721451571355,0.0,0.45454545454545453
1386,137210,1386,0.03770743822328657,1.0,1.0,,,
1387,137315,1387,0.060305465550517634,0.0,0.9878048780487805,,,
1388,137396,1388,0.1599032475167071,0.0,0.9701492537313433,,,
1389,137453,1389,0.127619015731972,0.0,0.9230769230769231,,,
1390,137526,1390,0.06392896986760238,0.0,0.9836065573770492,,,
1391,137687,1391,0.03168778859297968,1.0,1.0,,,
1392,137760,1392,0.05436955061554585,0.0,0.9830508474576272,,,
1393,137793,1393,0.004221409706342314,1.0,1.0,2.698748162893832,0.0,0.38461538461538464
1394,137842,1394,0.010192964665144674,1.0,1.0,,,
1395,137971,1395,0.015509274821326819,1.0,1.0,,,
1396,138028,1396,0.032289189968551096,1.0,1.0,,,
1397,138077,1397,0.022429396374355818,1.0,1.0,,,
1398,138166,1398,0.1024080335970755,0.0,0.9736842105263158,,,
1399,138231,1399,0.07135591675318143,0.0,0.9824561403508771,,,
1400,138312,1400,0.1631472291842383,0.0,0.9333333333333333,,,
1401,138361,1401,0.003635848733400178,1.0,1.0,3.337701566575446,0.0,0.21428571428571427
1402,138450,1402,0.032998375553130455,0.0,0.984375,,,
1403,138571,1403,0.08992207544509023,0.0,0.9541284403669725,,,
1404,138708,1404,0.09289261266839988,0.0,0.9833333333333333,,,
1405,138773,1405,0.03034664346800044,0.0,0.9824561403508771,,,
1406,138894,1406,0.07269933414974572,0.0,0.9907407407407407,,,
1407,139111,1407,0.02769577369255335,0.0,0.9950980392156863,,,
1408,139240,1408,0.026862940653119227,1.0,1.0,,,
1409,139297,1409,0.012719471227873343,1.0,1.0,2.48543231854236,0.0,0.5686274509803921
1410,139370,1410,0.011285083449928212,1.0,1.0,,,
1411,139403,1411,0.006369366674353074,1.0,1.0,,,
1412,139612,1412,0.10508915926177265,0.0,0.9897435897435898,,,
1413,139701,1413,0.06071352430595806,0.0,0.9863013698630136,,,
1414,139782,1414,0.017377796563952067,1.0,1.0,,,
1415,139903,1415,0.09009751046853076,0.0,0.9646017699115044,,,
1416,139992,1416,0.06573281526610303,0.0,0.9736842105263158,,,
1417,140089,1417,0.01788718402587058,1.0,1.0,2.7788211831021057,0.0,0.46875
1418,140210,1418,0.06004504019424973,0.0,0.9823008849557522,,,
1419,140323,1419,0.10258162707475874,0.0,0.9565217391304348,,,
1420,140388,1420,0.006573570607961381,1.0,1.0,,,
1421,140469,1421,0.022326055168535995,1.0,1.0,,,
1422,140566,1422,0.04162080628395064,0.0,0.9857142857142858,,,
1423,140751,1423,0.17009809854202096,0.0,0.9523809523809523,,,
1424,140824,1424,0.007366767470751591,1.0,1.0,,,
1425,140857,1425,0.008713437682481793,1.0,1.0,4.076904666285787,0.0,0.27586206896551724
1426,140946,1426,0.013467778883513663,1.0,1.0,,,
1427,141059,1427,0.025453514327847263,1.0,1.0,,,
1428,141124,1428,0.01149724482557601,1.0,1.0,,,
1429,141221,1429,0.028971923693873122,1.0,1.0,,,
1430,141302,1430,0.049608982138481,0.0,0.9859154929577465,,,
1431,141367,1431,0.05884330890695072,0.0,0.96,,,
1432,141440,1432,0.021790487725548043,1.0,1.0,,,
1433,141521,1433,0.006228161957843981,1.0,1.0,3.812382147667752,0.0,0.3763440860215054
1434,141762,1434,0.12160170806188815,0.0,0.990909090909091,,,
1435,141915,1435,0.028300713242955706,1.0,1.0,,,
1436,141972,1436,0.004904377149373543,1.0,1.0,,,
1437,142133,1437,0.07046558159719822,0.0,0.974025974025974,,,
1438,142206,1438,0.03750222055764993,1.0,1.0,,,
1439,142311,1439,0.06038048404105395,0.0,0.9893617021276596,,,
1440,142416,1440,0.026762623690976785,1.0,1.0,,,
1441,142465,1441,0.032783319180274176,1.0,1.0,3.0871295268701506,0.0,0.4146341463414634
1442,142682,1442,0.04392295750629655,0.0,0.9902439024390244,,,
1443,142787,1443,0.018808984979065642,1.0,1.0,,,
1444,142884,1444,0.14651598253346007,0.0,0.948051948051948,,,
1445,143013,1445,0.06117131201725955,0.0,0.9830508474576272,,,
1446,143198,1446,0.05357807068017014,0.0,0.9875,,,
1447,143279,1447,0.043469956850251054,0.0,0.9855072463768116,,,
1448,143488,1448,0.07772981763953846,0.0,0.9725274725274725,,,
1449,143569,1449,0.07946702425281015,0.0,0.9866666666666667,4.435967387785596,0.0,0.28125
1450,143666,1450,0.021098377217200655,1.0,1.0,,,
1451,143723,1451,0.006832638606709773,1.0,1.0,,,
1452,143804,1452,0.09207016602922527,0.0,0.9857142857142858,,,
1453,143877,1453,0.02205261623328277,0.0,0.984375,,,
1454,143990,1454,0.0699716514876035,0.0,0.9787234042553191,,,
1455,144047,1455,0.017583970097134298,1.0,1.0,,,
1456,144176,1456,0.04703856105665309,0.0,0.9914529914529915,,,
1457,144289,1457,0.02041894358090368,1.0,1.0,2.1573255560181286,0.0,0.44
1458,144378,1458,0.09587252268287307,0.0,0.9863013698630136,,,
1459,144499,1459,0.027774655729247852,0.0,0.9904761904761905,,,
1460,144660,1460,0.03770270406568088,0.0,0.993421052631579,,,
1461,144773,1461,0.04594611909974439,0.0,0.98989898989899,,,
1462,144806,1462,0.008303868775752291,1.0,1.0,,,
1463,144919,1463,0.06125174902929526,0.0,0.9887640449438202,,,
1464,144976,1464,0.012935335965235564,1.0,1.0,,,
1465,145121,1465,0.022999097362031748,1.0,1.0,3.2499785422933103,0.0,0.3235294117647059
1466,145154,1466,0.009246015450470662,1.0,1.0,,,
1467,145227,1467,0.01628773370231539,1.0,1.0,,,
1468,145340,1468,0.03812839402213933,1.0,1.0,,,
1469,145397,1469,0.01089266343665507,1.0,1.0,,,
1470,145438,1470,0.004139883512677785,1.0,1.0,,,
1471,145527,1471,0.08916503898215469,0.0,0.9714285714285714,,,
1472,145600,1472,0.06866480278771789,0.0,0.9814814814814815,,,
1473,145761,1473,0.030563789723328225,0.0,0.9933774834437086,2.7679877621454105,0.0,0.43902439024390244
1474,145882,1474,0.02571402801319649,1.0,1.0,,,
1475,145987,1475,0.36390761102811386,0.0,0.9166666666666666,,,
1476,146244,1476,0.07644042802192585,0.0,0.9832635983263598,,,
1477,146397,1477,0.2870083753555768,0.0,0.9264705882352942,,,
1478,146486,1478,0.0589844097179137,0.0,0.9868421052631579,,,
1479,146631,1479,0.031046947986432198,1.0,1.0,,,
1480,146664,1480,0.006721340798173187,1.0,1.0,,,
1481,146745,1481,0.01268785256889502,1.0,1.0,3.4256598808355214,0.0,0.3
1482,146794,1482,0.004298534696567664,1.0,1.0,,,
1483,146947,1483,0.05280923170348795,1.0,1.0,,,
1484,147124,1484,0.12341643746112163,0.0,0.9580838323353293,,,
1485,147253,1485,0.05643366738518936,1.0,1.0,,,
1486,147366,1486,0.07611372642465367,0.0,0.9680851063829787,,,
1487,147495,1487,0.030146934462508598,1.0,1.0,,,
1488,147688,1488,0.08667714240633195,0.0,0.9774436090225563,,,
1489,147769,1489,0.014308134507793703,1.0,1.0,2.491430665884693,0.0,0.5882352941176471
1490,147810,1490,0.03089459377775357,1.0,1.0,,,
1491,147907,1491,0.016115176670602655,1.0,1.0,,,
1492,147964,1492,0.01828813054373898,1.0,1.0,,,
1493,148045,1493,0.01028521221526573,1.0,1.0,,,
1494,148150,1494,0.0741295731843512,0.0,0.9615384615384616,,,
1495,148191,1495,0.015781400409638085,1.0,1.0,,,
1496,148304,1496,0.004139165133474302,1.0,1.0,,,
1497,148425,1497,0.1484123989027543,0.0,0.9711538461538461,3.437422478916606,0.0,0.3541666666666667
1498,148498,1498,0.023567003320392577,1.0,1.0,,,
1499,148595,1499,0.04153554235321996,0.0,0.9871794871794872,,,
1500,148692,1500,0.10259686845109134,0.0,0.9529411764705882,,,
1501,148733,1501,0.011066546223801823,1.0,1.0,,,
1502,148886,1502,0.034697536777250425,0.0,0.9928571428571429,,,
1503,148967,1503,0.005679446906821753,1.0,1.0,,,
1504,149048,1504,0.032513136228789395,0.0,0.9841269841269841,,,
1505,149209,1505,0.060188050511187835,0.0,0.9791666666666666,2.9308427133145853,0.0,0.4
1506,149354,1506,0.04980575130266672,0.0,0.9927536231884058,,,
1507,149507,1507,0.0920221642529328,0.0,0.9859154929577465,,,
1508,149724,1508,0.10477662607997323,0.0,0.9693877551020408,,,
1509,149749,1509,0.0039633362852858536,1.0,1.0,,,
1510,149838,1510,0.021087495271974833,0.0,0.9855072463768116,,,
1511,149919,1511,0.02695273079891283,0.0,0.9864864864864865,,,
1512,149968,1512,0.005783101303772681,1.0,1.0,,,
1513,150009,1513,0.010643488492505043,1.0,1.0,2.127447244245961,0.0,0.5384615384615384
1514,150082,1514,0.02293515910457409,0.0,0.9818181818181818,,,
1515,150315,1515,0.05669378956481268,0.0,0.9812206572769953,,,
1516,150404,1516,0.05895294289967164,0.0,0.9871794871794872,,,
1517,150517,1517,0.0768083503008928,0.0,0.98989898989899,,,
1518,150654,1518,0.042302679441306536,0.0,0.9915966386554622,,,
1519,150695,1519,0.004825644579743426,1.0,1.0,,,
1520,150848,1520,0.060625914215481115,0.0,0.9855072463768116,,,
1521,150945,1521,0.04902706165329769,0.0,0.9868421052631579,1.9263939548272457,0.0,0.5405405405405406
1522,151018,1522,0.015168760538984041,1.0,1.0,,,
1523,151091,1523,0.035139685243829155,1.0,1.0,,,
1524,151164,1524,0.02069472958057192,1.0,1.0,,,
1525,151269,1525,0.04026062017481413,0.0,0.9841269841269841,,,
1526,151502,1526,0.1558278294936886,0.0,0.9497716894977168,,,
1527,151551,1527,0.011545152419057795,1.0,1.0,,,
1528,151640,1528,0.098377548140816,0.0,0.9743589743589743,,,
1529,151705,1529,0.05497243154257304,0.0,0.9814814814814815,2.87312344391404,0.0,0.375
1530,151794,1530,0.10279530193847729,0.0,0.9428571428571428,,,
1531,151883,1531,0.0409908007524044,0.0,0.9868421052631579,,,
1532,152028,1532,0.03039776187267959,0.0,0.9914529914529915,,,
1533,152109,1533,0.039982823135191844,1.0,1.0,,,
1534,152270,1534,0.017823339489040614,1.0,1.0,,,
1535,152511,1535,0.03879352304127859,1.0,1.0,,,
1536,152640,1536,0.02959741021354219,0.0,0.9913793103448276,,,
1537,152697,1537,0.007807892833961876,1.0,1.0,2.77210171924556,0.0,0.4482758620689655
1538,152762,1538,0.041191801647604366,0.0,0.9649122807017544,,,
1539,152883,1539,0.01921683031185622,1.0,1.0,,,
1540,152988,1540,0.018270031525155116,1.0,1.0,,,
1541,153077,1541,0.05200791771543715,0.0,0.9863013698630136,,,
1542,153150,1542,0.02911334011100705,0.0,0.9833333333333333,,,
1543,153279,1543,0.07263313995297865,0.0,0.9743589743589743,,,
1544,153376,1544,0.012055067759634408,1.0,1.0,,,
1545,153465,1545,0.015649345434561635,1.0,1.0,3.818536273225375,0.0,0.4166666666666667
1546,153514,1546,0.01659203761878307,1.0,1.0,,,
1547,153595,1547,0.06902181565503893,0.0,0.971830985915493,,,
1548,153660,1548,0.011278272492593616,1.0,1.0,,,
1549,153757,1549,0.14518494230854576,0.0,0.9647058823529412,,,
1550,153830,1550,0.08349069927951783,0.0,0.9818181818181818,,,
1551,153879,1551,0.009963492291263188,1.0,1.0,,,
1552,153952,1552,0.022858324332229413,1.0,1.0,,,
1553,153985,1553,0.003979081239070492,1.0,1.0,2.078225757887087,0.0,0.4489795918367347
1554,154130,1554,0.02545713363396902,1.0,1.0,,,
1555,154235,1555,0.01841608022785122,1.0,1.0,,,
1556,154268,1556,0.007602540842376247,1.0,1.0,,,
1557,154349,1557,0.01914696175715782,0.0,0.9855072463768116,,,
1558,154382,1558,0.0058014498547093755,1.0,1.0,,,
1559,154439,1559,0.014556956765029137,1.0,1.0,,,
1560,154528,1560,0.019632317446043393,1.0,1.0,,,
1561,154641,1561,0.07171736561957559,0.0,0.9893617021276596,3.2504545212320792,0.0,0.3076923076923077
1562,154746,1562,0.014802072314683183,1.0,1.0,,,
1563,154979,1563,0.03852668626228021,0.0,0.9859154929577465,,,
1564,155092,1564,0.06111672879365422,0.0,0.9797979797979798,,,
1565,155309,1565,0.03138391626581237,0.0,0.9948979591836735,,,
1566,155390,1566,0.043456616837408424,1.0,1.0,,,
1567,155551,1567,0.04478360569775278,0.0,0.9801324503311258,,,
1568,155600,1568,0.13213880582371665,0.0,0.9285714285714286,,,
1569,155649,1569,0.025168665507267485,1.0,1.0,4.187796924025658,0.0,0.37209302325581395
1570,155746,1570,0.06437555919577219,0.0,0.9647058823529412,,,
1571,155867,1571,0.023599404068432705,1.0,1.0,,,
1572,155948,1572,0.0231600617962972,1.0,1.0,,,
1573,156021,1573,0.017768363583102555,1.0,1.0,,,
1574,156174,1574,0.12460132022255345,0.0,0.9852941176470589,,,
1575,156287,1575,0.07931139542776232,0.0,0.9753086419753086,,,
1576,156312,1576,0.003477749602087101,1.0,1.0,,,
1577,156465,1577,0.042551622369682,0.0,0.9855072463768116,2.475601192378764,0.0,0.5135135135135135
1578,156562,1578,0.0522954140033694,0.0,0.9714285714285714,,,
1579,156651,1579,0.05410792229123064,0.0,0.96875,,,
1580,156716,1580,0.08359917614473146,0.0,0.9814814814814815,,,
1581,156861,1581,0.04075182373833109,0.0,0.991869918699187,,,
1582,156958,1582,0.03824822950188438,1.0,1.0,,,
1583,157031,1583,0.04546196599860131,0.0,0.9838709677419355,,,
1584,157112,1584,0.007153153510850218,1.0,1.0,,,
1585,157305,1585,0.05675716297548365,0.0,0.9849624060150376,3.0288691351441326,0.0,0.4307692307692308
1586,157442,1586,0.021484109523375726,0.0,0.9916666666666667,,,
1587,157563,1587,0.0954507350374398,0.0,0.9722222222222222,,,
1588,157716,1588,0.132526892264561,0.0,0.9794520547945206,,,
1589,157805,1589,0.009317644351146707,1.0,1.0,,,
1590,158014,1590,0.10024651564407452,0.0,0.9835164835164835,,,
1591,158063,1591,0.005259393515012339,1.0,1.0,,,
1592,158240,1592,0.08197743465363855,0.0,0.9820359281437125,,,
1593,158313,1593,0.009609632024593426,1.0,1.0,1.905920771557144,0.0,0.45454545454545453
1594,158386,1594,0.013866108106000774,1.0,1.0,,,
1595,158531,1595,0.04603451797502453,0.0,0.984,,,
1596,158660,1596,0.030245566964325635,0.0,0.990990990990991,,,
1597,158789,1597,0.012345357688334375,1.0,1.0,,,
1598,158910,1598,0.06322298365262481,0.0,0.9908256880733946,,,
1599,158991,1599,0.007823471659360096,1.0,1.0,,,
1600,159088,1600,0.0767098974434088,0.0,0.9878048780487805,,,
